"coefficients.Grp1" "coefficients.Grp2vs1" "df.residual" "sigma" "stdev.unscaled.Grp1" "stdev.unscaled.Grp2vs1" "Amean" "s2.post" "t.Grp1" "t.Grp2vs1" "df.total" "p.value.Grp1" "p.value.Grp2vs1" "lods.Grp1" "lods.Grp2vs1" "F" "F.p.value"
"1" -0.140557724845245 2.26445080944579 4 0.232503715065202 0.577350269189626 0.816496580927726 0.991667679877653 0.0612681477233882 -0.983553460513306 11.2044655358225 7.44652661009474 0.356206644189307 6.31338568652348e-06 -4.62544869688524 4.54294842682388 110.922521991754 2.8718848821549e-06
"2" 0.135322126015557 1.80393457824895 4 0.238899182900605 0.577350269189626 0.816496580927726 1.03728941514003 0.0628876099125755 0.934645447506493 8.81016147081333 7.44652661009474 0.379282411329941 3.37696983994191e-05 -4.63857311401999 2.75932968281775 90.1376753245445 6.04809810564116e-06
"3" -0.136176706273769 0.31436491673145 4 0.194912238077921 0.577350269189626 0.816496580927726 0.0210057520919556 0.0526374409212154 -1.02805433683894 1.67815595600944 7.44652661009474 0.336155541094147 0.134638353774624 -4.61315848947312 -6.00573651594909 1.43325167782079 0.297446892813383
"4" -0.237853843278792 0.424732393402588 4 0.173598484533253 0.577350269189626 0.816496580927726 -0.0254876465774982 0.0484183749692294 -1.87225800380715 2.36404592857188 7.44652661009474 0.100808959901437 0.0479355838799586 -4.34626942212842 -5.00209561135401 2.83460700561551 0.121528013292556
"5" -0.0627969429178041 0.253054058404262 4 0.641143576744982 0.577350269189626 0.816496580927726 0.063730086284327 0.253039225529386 -0.216224650819619 0.616119581106572 7.44652661009474 0.8346173757263 0.556174606111929 -4.76629893839512 -7.1449138933182 0.237954565833042 0.794009460285854
"6" -0.400952488886924 0.244617471267386 4 1.03650766041072 0.577350269189626 0.816496580927726 -0.278643753253231 0.609330462407313 -0.889666209308973 0.383801490187554 7.44652661009474 0.401471684333378 0.711850378110825 -4.65026314595177 -7.27164054304514 0.45591894917011 0.650448566580024
"7" -0.105474725685835 0.341808642199242 4 0.20850344576236 0.577350269189626 0.816496580927726 0.0654295954137863 0.0555826563910966 -0.774888797909878 1.77565676103374 7.44652661009474 0.462298138786671 0.116486626818264 -4.67827309462376 -5.87014973453025 1.80754147611584 0.229141060004602
"8" -0.0935064657019939 0.413887686904601 4 0.465914257821506 0.577350269189626 0.816496580927726 0.113437377750307 0.1488354803379 -0.41980637835609 1.31393807959954 7.44652661009474 0.68647554899478 0.227896996712293 -4.74473820694306 -6.47735873564009 1.12259105598816 0.374873849711927
"9" -0.0517000058381408 0.169976151119485 4 0.146370167279952 0.577350269189626 0.816496580927726 0.0332880697216017 0.0437384975343617 -0.428173011293052 0.995409291534538 7.44652661009474 0.680638409375082 0.350777025911465 -4.74357486677604 -6.82870689387546 0.571423508541442 0.587663645487573
"10" -0.00773970109210593 -0.151037765793052 4 0.211608810628224 0.577350269189626 0.816496580927726 -0.0832585839886318 0.0562834404795846 -0.0565059911826791 -0.779723931259162 7.44652661009474 0.95642524111524 0.459614525494179 -4.77369533285013 -7.02396286345223 0.673471275426792 0.538463403218427
"11" -0.849960275707671 0.856174491972483 4 0.713619450499847 0.577350269189626 0.816496580927726 -0.42187302972143 0.305782008451695 -2.66227731525089 1.89627775241395 7.44652661009474 0.0305910106860195 0.0972370015216951 -4.10359546601266 -5.69826962233226 3.54404968308809 0.0829044316293591
"12" -0.0448585995089543 -0.0433534626805165 4 0.23283159575722 0.577350269189626 0.816496580927726 -0.0665353308492125 0.0613501051092794 -0.313688561410867 -0.214368892701303 7.44652661009474 0.762363394585189 0.836012272888516 -4.75762352319122 -7.32815426352091 0.239453425096313 0.792891841807152
"13" 0.0520513608297746 0.0545259467347489 4 0.334870427648366 0.577350269189626 0.816496580927726 0.0793143341971491 0.092466707178232 0.296483152193572 0.219612041106823 7.44652661009474 0.774960730427438 0.832072843680263 -4.75937876219232 -7.32687705634171 0.228212949523841 0.80132217358608
"14" 0.0703764479655564 -0.0291326839853473 4 0.488743049031905 0.577350269189626 0.816496580927726 0.0558101059728827 0.160542238925773 0.304223888497005 -0.0890494968074859 7.44652661009474 0.769284013132221 0.931390610525039 -4.75860081395866 -7.34955524827926 0.0621695499579425 0.940206059660968
"15" 0.0405391343539662 -0.205797406446979 4 0.158910932616438 0.577350269189626 0.816496580927726 -0.0623595688695232 0.0457950045937873 0.328114969636128 -1.17781335217394 7.44652661009474 0.751859106398153 0.275138383426647 -4.75607893812721 -6.63571136209266 0.948369309038076 0.429626708600562
"16" -0.26228192929806 0.0374028003175102 4 0.306992357544468 0.577350269189626 0.816496580927726 -0.243580529139305 0.0828547650421861 -1.57822984534629 0.159144268806283 7.44652661009474 0.155957432273422 0.877786205538421 -4.44284158386632 -7.33975016054792 2.16093364744785 0.181949697500729
"17" 0.157898860215699 -0.0772244679365401 4 0.193163441311982 0.577350269189626 0.816496580927726 0.119286626247429 0.0522728867989556 1.19619333976439 -0.413677892121806 7.44652661009474 0.268316396717873 0.690765665538652 -4.56413993613012 -7.2584649452654 0.902200248131021 0.445811497805743
"18" -0.376121294184258 0.163254354873292 4 0.331255254902653 0.577350269189626 0.816496580927726 -0.294494116747612 0.0911731325822513 -2.15752139334189 0.662181382464483 7.44652661009474 0.0655378131216979 0.527810605604663 -4.254386676573 -7.11339262130584 3.07293755024745 0.106402841421575
"19" 0.172506194263491 0.35804465366704 4 0.366769609583229 0.577350269189626 0.816496580927726 0.351528521097011 0.104489355788709 0.924334782328814 1.35658433231185 7.44652661009474 0.38428686637526 0.214604306372974 -4.64128595875077 -6.42550628850453 4.46805208458436 0.0530937410339134
"20" -0.131881260615456 0.385273765920271 4 0.47800753403086 0.577350269189626 0.816496580927726 0.0607556223446792 0.1549672556187 -0.580261486377601 1.19865747084242 7.44652661009474 0.578867604900136 0.267412568603844 -4.71886918699467 -6.61220822991815 0.789848426240624 0.488554092551405
"21" 0.205828497308724 0.0780287086329638 4 0.246165332999755 0.577350269189626 0.816496580927726 0.244842851625206 0.0647808692883094 1.40069231229706 0.375471228167516 7.44652661009474 0.201572402628425 0.717778271668535 -4.50038341001261 -7.27514518695312 2.84668031673609 0.120698586637652
"22" -0.32342040344027 0.535289990105391 4 0.140427463135971 0.577350269189626 0.816496580927726 -0.0557754083875744 0.042822981586593 -2.70700832149309 3.16808117317938 7.44652661009474 0.0286119064699707 0.0145204926904569 -4.09116371580003 -3.77228247645836 5.23630560892279 0.0380262746329937
"23" -0.0100527871303805 0.133760342456098 4 0.209247450247872 0.577350269189626 0.816496580927726 0.0568273840976682 0.0557496112986568 -0.0737439152875844 0.693828411361017 7.44652661009474 0.943156274789489 0.508849672716514 -4.77331230226175 -7.09056777767928 0.414476910643282 0.675037006960731
"24" 0.311578009345245 -0.147973044355526 4 0.25802538478145 0.577350269189626 0.816496580927726 0.237591487167482 0.0679929590766563 2.06964307441345 -0.6950183440797 7.44652661009474 0.0748623311843789 0.508145244435871 -4.28232020536047 -7.08969126092825 2.73221173542113 0.128861587880951
"25" 0.0957619122698103 -0.0944049334062276 4 0.162293435819548 0.577350269189626 0.816496580927726 0.0485594455666964 0.0463786188676501 0.770184069742944 -0.536885177565644 7.44652661009474 0.464919524940264 0.607009338253568 -4.67936134545417 -7.19429582691264 0.296651305832809 0.751694035867222
"26" 0.142262066437599 -0.0993403231257677 4 0.181166367367839 0.577350269189626 0.816496580927726 0.0925919048747148 0.0498605608223637 1.10349700965404 -0.544869650661101 7.44652661009474 0.304190733494864 0.601773690381354 -4.59163235310891 -7.18960209966615 0.664275668940692 0.542677247013893
